Source,Target,None
4,22426,{}
4,22478,{}
4,22498,{}
4,22693,{}
4,22831,{}
4,22887,{}
4,22973,{}
4,23286,{}
4,23301,{}
4,23571,{}
4,23810,{}
4,23824,{}
4,23946,{}
4,24016,{}
4,24025,{}
4,24073,{}
4,24211,{}
4,24256,{}
4,24481,{}
4,24625,{}
4,24627,{}
4,24753,{}
4,24761,{}
4,24844,{}
4,24959,{}
4,25037,{}
4,25123,{}
4,25138,{}
4,25245,{}
4,25613,{}
4,25702,{}
4,25745,{}
4,25917,{}
4,26149,{}
4,26463,{}
4,26556,{}
4,26599,{}
4,26613,{}
4,26849,{}
4,26870,{}
4,26957,{}
4,27164,{}
4,27206,{}
4,27221,{}
4,27247,{}
4,27256,{}
4,27297,{}
4,27320,{}
4,27468,{}
4,27510,{}
4,27547,{}
4,27690,{}
4,27775,{}
4,27846,{}
4,27952,{}
4,27974,{}
4,28231,{}
4,28491,{}
4,28495,{}
4,28571,{}
4,28611,{}
4,28642,{}
4,28686,{}
4,29030,{}
4,29108,{}
4,29206,{}
4,29279,{}
4,29295,{}
4,29497,{}
4,29563,{}
4,29568,{}
4,29589,{}
4,29818,{}
4,29890,{}
4,29897,{}
4,30052,{}
4,30071,{}
4,30092,{}
4,30332,{}
4,30356,{}
4,30453,{}
4,30632,{}
4,30666,{}
4,30914,{}
4,30972,{}
4,31055,{}
4,31058,{}
4,31143,{}
4,31165,{}
4,31269,{}
4,31351,{}
4,31475,{}
4,31575,{}
4,31699,{}
4,31704,{}
4,31841,{}
4,31899,{}
4,32080,{}
4,32118,{}
4,32123,{}
4,32137,{}
4,32217,{}
4,32341,{}
4,32394,{}
4,32433,{}
4,32515,{}
4,32571,{}
4,32712,{}
4,32731,{}
4,32823,{}
4,32922,{}
4,32997,{}
4,33043,{}
4,33050,{}
4,33075,{}
4,33086,{}
4,33160,{}
4,33217,{}
4,33253,{}
4,33257,{}
4,33322,{}
4,33473,{}
4,33490,{}
4,33532,{}
4,33641,{}
4,33697,{}
4,33852,{}
4,33864,{}
4,33969,{}
4,34008,{}
4,34183,{}
4,34288,{}
4,34509,{}
4,34621,{}
4,34779,{}
4,34834,{}
4,34973,{}
4,35071,{}
4,35237,{}
4,35291,{}
4,35468,{}
4,35536,{}
4,35556,{}
4,35733,{}
4,35810,{}
4,36001,{}
4,36018,{}
4,36037,{}
4,36221,{}
4,36279,{}
4,36296,{}
4,36308,{}
4,36351,{}
4,36367,{}
4,36371,{}
4,36531,{}
4,36598,{}
4,36666,{}
4,36800,{}
4,37025,{}
4,37085,{}
4,37309,{}
4,37427,{}
4,37430,{}
4,37545,{}
4,37588,{}
4,37679,{}
4,37740,{}
4,37769,{}
4,37875,{}
4,37919,{}
4,38013,{}
4,38034,{}
4,38607,{}
4,38676,{}
4,38869,{}
4,38938,{}
4,38974,{}
4,38977,{}
4,39074,{}
4,39082,{}
4,39092,{}
4,39133,{}
4,39234,{}
4,39265,{}
4,39340,{}
4,39438,{}
4,39508,{}
4,39842,{}
4,39920,{}
4,39923,{}
4,39955,{}
4,39960,{}
4,40008,{}
4,40073,{}
4,40075,{}
4,40101,{}
4,40164,{}
4,40236,{}
4,40365,{}
4,40373,{}
4,40407,{}
4,40671,{}
4,40698,{}
4,40791,{}
4,40836,{}
4,40991,{}
4,41255,{}
4,41390,{}
4,41629,{}
4,41643,{}
4,41653,{}
4,41937,{}
4,42064,{}
4,42538,{}
4,42560,{}
4,42856,{}
4,43288,{}
4,43450,{}
4,43555,{}
4,43557,{}
4,43634,{}
4,43709,{}
4,43739,{}
4,43817,{}
4,43866,{}
4,43880,{}
4,43881,{}
4,44625,{}
4,44678,{}
4,44746,{}
4,44843,{}
4,44893,{}
4,44916,{}
4,45111,{}
4,45116,{}
4,45134,{}
4,45352,{}
4,45398,{}
4,45545,{}
4,45577,{}
4,45821,{}
4,45920,{}
4,46001,{}
4,46002,{}
4,46010,{}
4,46053,{}
4,46090,{}
4,46139,{}
4,46182,{}
4,46228,{}
4,46279,{}
4,46325,{}
4,46467,{}
4,46538,{}
4,46826,{}
4,46868,{}
4,46891,{}
4,47117,{}
4,47258,{}
4,47413,{}
4,47533,{}
4,47592,{}
4,47603,{}
4,47915,{}
4,48080,{}
4,48150,{}
4,48181,{}
4,48249,{}
4,48280,{}
4,48294,{}
4,48308,{}
4,48357,{}
4,48528,{}
4,48566,{}
4,48659,{}
4,48954,{}
4,49306,{}
4,49413,{}
4,49477,{}
4,49639,{}
4,49652,{}
4,49716,{}
4,49823,{}
4,49843,{}
4,49875,{}
4,49882,{}
4,49901,{}
5,6,{}
5,7,{}
5,9,{}
5,10,{}
5,16,{}
5,18,{}
5,25,{}
5,26,{}
5,28,{}
5,29,{}
5,30,{}
5,32,{}
5,38,{}
5,41,{}
5,43,{}
5,45,{}
5,46,{}
5,51,{}
5,53,{}
5,57,{}
5,59,{}
5,68,{}
5,74,{}
5,75,{}
5,82,{}
5,84,{}
5,87,{}
5,90,{}
5,91,{}
5,95,{}
5,103,{}
5,111,{}
5,117,{}
5,129,{}
5,138,{}
5,139,{}
5,147,{}
5,154,{}
5,156,{}
5,164,{}
5,199,{}
5,206,{}
5,210,{}
5,230,{}
5,231,{}
5,253,{}
5,264,{}
5,276,{}
5,290,{}
5,297,{}
5,300,{}
5,307,{}
5,311,{}
5,319,{}
5,320,{}
5,346,{}
5,390,{}
5,402,{}
5,408,{}
5,438,{}
5,444,{}
5,490,{}
5,510,{}
5,511,{}
5,539,{}
5,551,{}
5,552,{}
5,584,{}
5,586,{}
5,599,{}
5,617,{}
5,650,{}
5,682,{}
5,694,{}
5,733,{}
5,782,{}
5,787,{}
5,815,{}
5,848,{}
5,856,{}
5,935,{}
5,937,{}
5,986,{}
5,996,{}
5,1053,{}
5,1071,{}
5,1101,{}
5,1106,{}
5,1176,{}
5,1191,{}
5,1228,{}
5,1241,{}
5,1273,{}
5,1330,{}
5,1349,{}
5,1378,{}
5,1408,{}
5,1413,{}
5,1466,{}
5,1482,{}
5,1522,{}
5,1577,{}
5,1590,{}
5,1600,{}
5,1604,{}
5,1616,{}
5,1651,{}
5,1666,{}
5,1694,{}
5,1769,{}
5,1858,{}
5,1923,{}
5,1966,{}
5,2015,{}
5,2040,{}
5,2093,{}
5,2168,{}
5,2224,{}
5,2226,{}
5,2257,{}
5,2273,{}
5,2321,{}
5,2342,{}
5,2355,{}
5,2423,{}
5,2528,{}
5,2564,{}
5,2610,{}
5,2658,{}
5,2674,{}
5,2677,{}
5,2681,{}
5,2736,{}
5,2779,{}
5,2815,{}
5,2916,{}
5,2940,{}
5,2990,{}
5,3009,{}
5,3011,{}
5,3023,{}
5,3028,{}
5,3058,{}
5,3065,{}
5,3067,{}
5,3137,{}
5,3173,{}
5,3238,{}
5,3263,{}
5,3343,{}
5,3406,{}
5,3465,{}
5,3609,{}
5,3671,{}
5,3680,{}
5,3745,{}
5,3763,{}
5,3827,{}
5,3840,{}
5,3874,{}
5,3913,{}
5,3946,{}
5,4006,{}
5,4028,{}
5,4050,{}
5,4090,{}
5,4148,{}
5,4152,{}
5,4389,{}
5,4459,{}
5,4489,{}
5,4582,{}
5,4620,{}
5,4681,{}
5,4696,{}
5,4777,{}
5,4820,{}
5,4853,{}
5,4858,{}
5,4885,{}
5,4907,{}
5,4987,{}
5,4992,{}
5,5227,{}
5,5246,{}
5,5261,{}
5,5263,{}
5,5326,{}
5,5376,{}
5,5401,{}
5,5416,{}
5,5431,{}
5,5550,{}
5,5588,{}
5,5631,{}
5,5645,{}
5,5779,{}
5,5905,{}
5,5987,{}
5,6105,{}
5,6191,{}
5,6317,{}
5,6323,{}
5,6547,{}
5,6549,{}
5,6578,{}
5,6587,{}
5,6619,{}
5,6665,{}
5,6675,{}
5,6702,{}
5,6716,{}
5,6737,{}
5,6801,{}
5,6902,{}
5,7121,{}
5,7202,{}
5,7204,{}
5,7255,{}
5,7488,{}
5,7587,{}
5,7618,{}
5,7647,{}
5,7726,{}
5,7781,{}
5,7843,{}
5,7887,{}
5,7935,{}
5,7990,{}
5,7999,{}
5,8000,{}
5,8170,{}
5,8174,{}
5,8422,{}
5,8467,{}
5,8484,{}
5,8567,{}
5,8638,{}
5,8671,{}
5,8741,{}
5,8794,{}
5,8832,{}
5,8861,{}
5,8898,{}
5,8929,{}
5,9126,{}
5,9459,{}
5,9555,{}
5,9627,{}
5,9644,{}
5,9710,{}
5,9757,{}
5,9771,{}
5,9867,{}
5,9975,{}
5,9979,{}
5,10097,{}
5,10155,{}
5,10176,{}
5,10199,{}
5,10284,{}
5,10351,{}
5,10513,{}
5,10710,{}
5,10756,{}
5,10809,{}
5,11145,{}
5,11255,{}
5,11347,{}
5,11372,{}
5,11379,{}
5,11423,{}
5,11547,{}
5,11599,{}
5,11697,{}
5,11746,{}
5,11899,{}
5,11908,{}
5,11947,{}
5,12124,{}
5,12308,{}
5,12343,{}
5,12381,{}
5,12393,{}
5,12439,{}
5,12543,{}
5,12579,{}
5,12825,{}
5,12897,{}
5,12929,{}
5,13011,{}
5,13175,{}
5,13231,{}
5,13285,{}
5,13415,{}
5,13430,{}
5,13480,{}
5,13587,{}
5,13613,{}
5,13651,{}
5,13661,{}
5,13728,{}
5,13794,{}
5,13906,{}
5,14053,{}
5,14220,{}
5,14733,{}
5,14741,{}
5,14955,{}
5,15003,{}
5,15101,{}
5,15279,{}
5,15285,{}
5,15665,{}
5,15682,{}
5,15878,{}
5,15971,{}
5,16089,{}
5,16158,{}
5,16389,{}
5,16418,{}
5,16740,{}
5,16845,{}
5,16893,{}
5,16959,{}
5,16965,{}
5,17113,{}
5,17145,{}
5,17172,{}
5,17246,{}
5,17278,{}
5,17283,{}
5,17351,{}
5,17410,{}
5,17675,{}
5,17950,{}
5,18191,{}
5,18259,{}
5,18537,{}
5,18639,{}
5,18702,{}
5,18775,{}
5,18809,{}
5,19216,{}
5,19384,{}
5,19411,{}
5,19702,{}
5,19728,{}
5,19811,{}
5,20012,{}
5,20152,{}
5,20242,{}
5,20261,{}
5,20371,{}
5,20390,{}
5,20509,{}
5,20527,{}
5,20531,{}
5,20640,{}
5,20911,{}
5,21246,{}
5,21430,{}
5,21562,{}
5,21585,{}
5,21610,{}
5,21728,{}
5,22027,{}
5,22061,{}
5,22102,{}
5,22119,{}
5,22205,{}
5,22241,{}
5,22264,{}
5,22284,{}
5,22302,{}
5,22486,{}
5,22719,{}
5,23029,{}
5,23033,{}
5,23125,{}
5,23168,{}
5,23454,{}
5,23459,{}
5,23474,{}
5,23811,{}
5,23845,{}
5,24077,{}
5,24235,{}
5,24290,{}
5,24519,{}
5,24849,{}
5,24871,{}
5,24904,{}
5,24944,{}
5,25108,{}
5,25133,{}
5,25224,{}
5,25242,{}
5,25266,{}
5,25416,{}
5,25468,{}
5,25585,{}
5,25651,{}
5,25696,{}
5,25959,{}
5,25991,{}
5,26009,{}
5,26099,{}
5,26171,{}
5,26227,{}
5,26444,{}
5,26510,{}
5,26775,{}
5,26842,{}
5,26847,{}
5,26958,{}
5,27092,{}
5,27159,{}
5,27357,{}
5,27573,{}
5,27776,{}
5,27820,{}
5,28071,{}
5,28284,{}
5,28695,{}
5,28786,{}
5,28802,{}
5,28910,{}
5,28922,{}
5,29135,{}
5,29164,{}
5,29291,{}
5,29317,{}
5,29413,{}
5,29787,{}
5,30135,{}
5,30193,{}
5,30731,{}
5,30933,{}
5,31380,{}
5,31891,{}
5,31900,{}
5,32213,{}
5,32245,{}
5,32338,{}
5,32419,{}
5,32591,{}
5,32909,{}
5,33142,{}
5,33212,{}
5,33398,{}
5,33611,{}
5,33969,{}
5,34059,{}
5,34819,{}
5,34873,{}
5,35133,{}
5,35457,{}
5,35469,{}
5,35772,{}
5,35965,{}
5,36001,{}
5,36361,{}
5,36639,{}
5,36776,{}
5,36810,{}
5,36831,{}
5,36912,{}
5,37097,{}
5,37143,{}
5,37557,{}
5,37743,{}
5,37842,{}
5,38207,{}
5,38221,{}
5,38334,{}
5,38343,{}
5,38622,{}
5,39104,{}
5,39192,{}
5,39477,{}
5,39635,{}
5,39758,{}
5,39862,{}
5,39892,{}
5,40098,{}
5,40148,{}
5,40188,{}
5,40230,{}
5,40340,{}
5,40404,{}
5,40467,{}
5,40624,{}
5,40732,{}
5,41024,{}
5,41624,{}
5,41678,{}
5,41975,{}
5,42050,{}
5,42359,{}
5,42472,{}
5,42864,{}
5,42909,{}
5,43131,{}
5,43318,{}
5,43345,{}
5,43518,{}
5,43524,{}
5,43712,{}
5,44197,{}
5,44206,{}
5,44530,{}
5,44647,{}
5,44808,{}
5,44863,{}
5,44935,{}
5,45165,{}
5,45376,{}
5,45451,{}
5,45765,{}
5,45972,{}
5,46010,{}
5,46034,{}
5,46285,{}
5,46396,{}
5,46550,{}
5,46590,{}
5,46691,{}
5,46804,{}
5,47354,{}
5,47358,{}
5,47365,{}
5,47537,{}
5,47773,{}
5,47995,{}
5,48121,{}
5,48164,{}
5,48366,{}
5,48386,{}
5,48497,{}
5,48568,{}
5,48818,{}
5,49032,{}
5,49176,{}
5,49303,{}
5,49462,{}
5,49472,{}
5,49502,{}
5,49591,{}
5,49801,{}
5,49833,{}
5,49893,{}
6,7,{}
6,8,{}
6,12,{}
6,13,{}
6,16,{}
6,18,{}
6,21,{}
6,23,{}
6,31,{}
6,36,{}
6,39,{}
6,40,{}
6,47,{}
6,48,{}
6,59,{}
6,64,{}
6,65,{}
6,73,{}
6,79,{}
6,83,{}
6,85,{}
6,94,{}
6,99,{}
6,101,{}
6,104,{}
6,108,{}
6,125,{}
6,142,{}
6,144,{}
6,146,{}
6,151,{}
6,159,{}
6,168,{}
6,178,{}
6,179,{}
6,189,{}
6,198,{}
6,204,{}
6,208,{}
6,213,{}
6,215,{}
6,222,{}
6,225,{}
6,237,{}
6,239,{}
6,242,{}
6,243,{}
6,246,{}
6,262,{}
6,280,{}
6,283,{}
6,288,{}
6,291,{}
6,329,{}
6,349,{}
6,366,{}
6,377,{}
6,396,{}
6,405,{}
6,422,{}
6,426,{}
6,435,{}
6,440,{}
6,463,{}
6,493,{}
6,499,{}
6,508,{}
6,513,{}
6,523,{}
6,527,{}
6,531,{}
6,536,{}
6,567,{}
6,647,{}
6,649,{}
6,726,{}
6,743,{}
6,751,{}
6,793,{}
6,800,{}
6,823,{}
6,844,{}
6,851,{}
6,862,{}
6,870,{}
6,883,{}
6,885,{}
6,904,{}
6,907,{}
6,922,{}
6,928,{}
6,971,{}
6,990,{}
6,1029,{}
6,1049,{}
6,1112,{}
6,1114,{}
6,1116,{}
6,1159,{}
6,1191,{}
6,1241,{}
6,1254,{}
6,1260,{}
6,1328,{}
6,1342,{}
6,1389,{}
6,1399,{}
6,1416,{}
6,1418,{}
6,1431,{}
6,1458,{}
6,1481,{}
6,1485,{}
6,1517,{}
6,1578,{}
6,1619,{}
6,1629,{}
6,1675,{}
6,1694,{}
6,1703,{}
6,1761,{}
6,1796,{}
6,1848,{}
6,1862,{}
6,1937,{}
6,1938,{}
6,2009,{}
6,2123,{}
6,2168,{}
6,2199,{}
6,2210,{}
6,2213,{}
6,2214,{}
6,2300,{}
6,2337,{}
6,2340,{}
6,2405,{}
6,2448,{}
6,2468,{}
6,2474,{}
6,2487,{}
6,2498,{}
6,2541,{}
6,2551,{}
6,2613,{}
6,2696,{}
6,2705,{}
6,2762,{}
6,2846,{}
6,2926,{}
6,3019,{}
6,3042,{}
6,3049,{}
6,3055,{}
6,3085,{}
6,3115,{}
6,3162,{}
6,3226,{}
6,3230,{}
6,3249,{}
6,3275,{}
6,3278,{}
6,3305,{}
6,3344,{}
6,3365,{}
6,3414,{}
6,3436,{}
6,3442,{}
6,3466,{}
6,3516,{}
6,3520,{}
6,3548,{}
6,3578,{}
6,3703,{}
6,3705,{}
6,3744,{}
6,3795,{}
6,3877,{}
6,3887,{}
6,3893,{}
6,3901,{}
6,4002,{}
6,4033,{}
6,4060,{}
6,4161,{}
6,4334,{}
6,4467,{}
6,4470,{}
6,4547,{}
6,4558,{}
6,4600,{}
6,4671,{}
6,4777,{}
6,4789,{}
6,4801,{}
6,4818,{}
6,4892,{}
6,4904,{}
6,4947,{}
6,4971,{}
6,5054,{}
6,5094,{}
6,5187,{}
6,5191,{}
6,5209,{}
6,5289,{}
6,5353,{}
6,5369,{}
6,5408,{}
6,5469,{}
6,5488,{}
6,5489,{}
6,5493,{}
6,5585,{}
6,5604,{}
6,5666,{}
6,5675,{}
6,5726,{}
6,5770,{}
6,5858,{}
6,5921,{}
6,5975,{}
6,6016,{}
6,6132,{}
6,6146,{}
6,6258,{}
6,6342,{}
6,6462,{}
6,6482,{}
6,6497,{}
6,6546,{}
6,6604,{}
6,6605,{}
6,6641,{}
6,6665,{}
6,6699,{}
6,6729,{}
6,6778,{}
6,6813,{}
6,6883,{}
6,6939,{}
6,7147,{}
6,7192,{}
6,7250,{}
6,7266,{}
6,7279,{}
6,7328,{}
6,7405,{}
6,7475,{}
6,7526,{}
6,7562,{}
6,7612,{}
6,7615,{}
6,7755,{}
6,7806,{}
6,7828,{}
6,7932,{}
6,7981,{}
6,8060,{}
6,8120,{}
6,8159,{}
6,8223,{}
6,8317,{}
6,8346,{}
6,8373,{}
6,8421,{}
6,8423,{}
6,8499,{}
6,8618,{}
6,8663,{}
6,8668,{}
6,8787,{}
6,8807,{}
6,8810,{}
6,8945,{}
6,8962,{}
6,9383,{}
6,9569,{}
6,9594,{}
6,9714,{}
6,9772,{}
6,9816,{}
6,9858,{}
6,9869,{}
6,9872,{}
6,9876,{}
6,9905,{}
6,9912,{}
6,9946,{}
6,9961,{}
6,9998,{}
6,10068,{}
6,10143,{}
6,10216,{}
6,10232,{}
6,10441,{}
6,10567,{}
6,10613,{}
6,10902,{}
6,11038,{}
6,11111,{}
6,11287,{}
6,11317,{}
6,11548,{}
6,11736,{}
6,11773,{}
6,11798,{}
6,11823,{}
6,11876,{}
6,11978,{}
6,12023,{}
6,12309,{}
6,12331,{}
6,12399,{}
6,12453,{}
6,12505,{}
6,12649,{}
6,12667,{}
6,12765,{}
6,12785,{}
6,12860,{}
6,12922,{}
6,12950,{}
6,13130,{}
6,13154,{}
6,13189,{}
6,13265,{}
6,13279,{}
6,13353,{}
6,13433,{}
6,13465,{}
6,13487,{}
6,13516,{}
6,13540,{}
6,13599,{}
6,13604,{}
6,13743,{}
6,13817,{}
6,13860,{}
6,13884,{}
6,14132,{}
6,14205,{}
6,14277,{}
6,14315,{}
6,14416,{}
6,14440,{}
6,14510,{}
6,14527,{}
6,14584,{}
6,14794,{}
6,14851,{}
6,15036,{}
6,15049,{}
6,15157,{}
6,15223,{}
6,15318,{}
6,15343,{}
6,15447,{}
6,15494,{}
6,15501,{}
6,15525,{}
6,15544,{}
6,15674,{}
6,15763,{}
6,15815,{}
6,15974,{}
6,16121,{}
6,16133,{}
6,16237,{}
6,16386,{}
6,16394,{}
6,16441,{}
6,16474,{}
6,16574,{}
6,16636,{}
6,16772,{}
6,16802,{}
6,16886,{}
6,16887,{}
6,17112,{}
6,17181,{}
6,17233,{}
6,17242,{}
6,17617,{}
6,17842,{}
6,17912,{}
6,17931,{}
6,17938,{}
6,17968,{}
6,17973,{}
6,18107,{}
6,18253,{}
6,18620,{}
6,18653,{}
6,18734,{}
6,18747,{}
6,19039,{}
6,19127,{}
6,19377,{}
6,19387,{}
6,19442,{}
6,19531,{}
6,19541,{}
6,19659,{}
6,19792,{}
6,19869,{}
6,19890,{}
6,20023,{}
6,20091,{}
6,20151,{}
6,20187,{}
6,20233,{}
6,20399,{}
6,20517,{}
6,20553,{}
6,20767,{}
6,20779,{}
6,20798,{}
6,20888,{}
6,21142,{}
6,21268,{}
6,21397,{}
6,21403,{}
6,21413,{}
6,21512,{}
6,21545,{}
6,21614,{}
6,21673,{}
6,21714,{}
6,21818,{}
6,21925,{}
6,22029,{}
6,22050,{}
6,22201,{}
6,22222,{}
6,22611,{}
6,22830,{}
6,23133,{}
6,23320,{}
6,23509,{}
6,23626,{}
6,23743,{}
6,23778,{}
6,23815,{}
6,23848,{}
6,24092,{}
6,24116,{}
6,24241,{}
6,24263,{}
6,24333,{}
6,24367,{}
6,24495,{}
6,24496,{}
6,24505,{}
6,24527,{}
6,24605,{}
6,24751,{}
6,24759,{}
6,24827,{}
6,24831,{}
6,24990,{}
6,25032,{}
6,25071,{}
6,25076,{}
6,25077,{}
6,25098,{}
6,25681,{}
6,25692,{}
6,25734,{}
6,26009,{}
6,26477,{}
6,26562,{}
6,26577,{}
6,26720,{}
6,26765,{}
6,26804,{}
6,26904,{}
6,26927,{}
6,26971,{}
6,27090,{}
6,27413,{}
6,27648,{}
6,27662,{}
6,27906,{}
6,27917,{}
6,27978,{}
6,28006,{}
6,28047,{}
6,28138,{}
6,28175,{}
6,28239,{}
6,28280,{}
6,28399,{}
6,28486,{}
6,28508,{}
6,28817,{}
6,28846,{}
6,28869,{}
6,28877,{}
6,28930,{}
6,29028,{}
6,29052,{}
6,29097,{}
6,29098,{}
6,29258,{}
6,29506,{}
6,29515,{}
6,29694,{}
6,29707,{}
6,29769,{}
6,29793,{}
6,29806,{}
6,30201,{}
6,30367,{}
6,30375,{}
6,30509,{}
6,30552,{}
6,30645,{}
6,30859,{}
6,31236,{}
6,31312,{}
6,31390,{}
6,31455,{}
6,31538,{}
6,31965,{}
6,31975,{}
6,32287,{}
6,32403,{}
6,32479,{}
6,32610,{}
6,32679,{}
6,32794,{}
6,32975,{}
6,33013,{}
6,33053,{}
6,33091,{}
6,33134,{}
6,33393,{}
6,33497,{}
6,33517,{}
6,33557,{}
6,33641,{}
6,34026,{}
6,34073,{}
6,34082,{}
6,34193,{}
6,34235,{}
6,34257,{}
6,34625,{}
6,34722,{}
6,34813,{}
6,34879,{}
6,35064,{}
6,35134,{}
6,35529,{}
6,35627,{}
6,35662,{}
6,35883,{}
6,36125,{}
6,36210,{}
6,36250,{}
6,36325,{}
6,36329,{}
6,36347,{}
6,36354,{}
6,36467,{}
6,36527,{}
6,36532,{}
6,36650,{}
6,37090,{}
6,37198,{}
6,37371,{}
6,37960,{}
6,38089,{}
6,38119,{}
6,38122,{}
6,38123,{}
6,38344,{}
6,39144,{}
6,39907,{}
6,39922,{}
6,40207,{}
6,40410,{}
6,40434,{}
6,40455,{}
6,40512,{}
6,41032,{}
6,41141,{}
6,41569,{}
6,41858,{}
6,42002,{}
6,42323,{}
6,42373,{}
6,42395,{}
6,42396,{}
6,42433,{}
6,42965,{}
6,43252,{}
6,43278,{}
6,43404,{}
6,43536,{}
6,43567,{}
6,43850,{}
6,43967,{}
6,44232,{}
6,44480,{}
6,44773,{}
6,44797,{}
6,45035,{}
6,45143,{}
6,45298,{}
6,45396,{}
6,46182,{}
6,46465,{}
6,46509,{}
6,46551,{}
6,46758,{}
6,46797,{}
6,46887,{}
6,47034,{}
6,47208,{}
6,47219,{}
6,47233,{}
6,47576,{}
6,47877,{}
6,48135,{}
6,48157,{}
6,48253,{}
6,48953,{}
6,48961,{}
6,49679,{}
6,49933,{}
6,49945,{}
7,8,{}
7,9,{}
7,10,{}
7,11,{}
7,13,{}
7,21,{}
7,32,{}
7,38,{}
7,39,{}
7,40,{}
7,43,{}
7,50,{}
7,57,{}
7,81,{}
7,108,{}
7,110,{}
7,145,{}
7,147,{}
7,148,{}
7,163,{}
7,173,{}
7,200,{}
7,217,{}
7,235,{}
7,269,{}
7,305,{}
7,345,{}
7,389,{}
7,395,{}
7,432,{}
7,434,{}
7,438,{}
7,461,{}
7,468,{}
7,551,{}
7,592,{}
7,624,{}
7,636,{}
7,642,{}
7,672,{}
7,736,{}
7,768,{}
7,782,{}
7,791,{}
7,803,{}
7,814,{}
7,825,{}
7,843,{}
7,950,{}
7,982,{}
7,1017,{}
7,1018,{}
7,1079,{}
7,1082,{}
7,1201,{}
7,1213,{}
7,1279,{}
7,1328,{}
7,1427,{}
7,1481,{}
7,1504,{}
7,1528,{}
7,1544,{}
7,1547,{}
7,1560,{}
7,1586,{}
7,1628,{}
7,1737,{}
7,1796,{}
7,1922,{}
7,1935,{}
7,1945,{}
7,1986,{}
7,2041,{}
7,2050,{}
7,2143,{}
7,2187,{}
7,2244,{}
7,2316,{}
7,2522,{}
7,2843,{}
7,3253,{}
7,3294,{}
7,3318,{}
7,3351,{}
7,3392,{}
7,3411,{}
7,3498,{}
7,3519,{}
7,3658,{}
7,3664,{}
7,3714,{}
7,3767,{}
7,3790,{}
7,3903,{}
7,3983,{}
7,4165,{}
7,4211,{}
7,4485,{}
7,4530,{}
7,4621,{}
7,4802,{}
7,4835,{}
7,4981,{}
7,4995,{}
7,5083,{}
7,5109,{}
7,5129,{}
7,5144,{}
7,5223,{}
7,5347,{}
7,5372,{}
7,5421,{}
7,5489,{}
7,5528,{}
7,5541,{}
7,5575,{}
7,5608,{}
7,5647,{}
7,5832,{}
7,5843,{}
7,5911,{}
7,6485,{}
7,6624,{}
7,6632,{}
7,6786,{}
7,6990,{}
7,7018,{}
7,7112,{}
7,7314,{}
7,7459,{}
7,7617,{}
7,7682,{}
7,8024,{}
7,8034,{}
7,8070,{}
7,8113,{}
7,8304,{}
7,8309,{}
7,8469,{}
7,8545,{}
7,8580,{}
7,8705,{}
7,9288,{}
7,9523,{}
7,9528,{}
7,9576,{}
7,9622,{}
7,9729,{}
7,9752,{}
7,9831,{}
7,9924,{}
7,10572,{}
7,10947,{}
7,11178,{}
7,11241,{}
7,11347,{}
7,11372,{}
7,11554,{}
7,11746,{}
7,12174,{}
7,12185,{}
7,12207,{}
7,12492,{}
7,12594,{}
7,12612,{}
7,12723,{}
7,12751,{}
7,12883,{}
7,12942,{}
7,13104,{}
7,13570,{}
7,13663,{}
7,14201,{}
7,14388,{}
7,14948,{}
7,14993,{}
7,15284,{}
7,15581,{}
7,15649,{}
7,15903,{}
7,16153,{}
7,16467,{}
7,16759,{}
7,16833,{}
7,17000,{}
7,17099,{}
7,17282,{}
7,17774,{}
7,17863,{}
7,18091,{}
7,18113,{}
7,18166,{}
7,18805,{}
7,18817,{}
7,18854,{}
7,18992,{}
7,19521,{}
7,19873,{}
7,20216,{}
7,20525,{}
7,20532,{}
7,20595,{}
7,20741,{}
7,20873,{}
7,20963,{}
7,20981,{}
7,21146,{}
7,21407,{}
7,21415,{}
7,21750,{}
7,21987,{}
7,22458,{}
7,22485,{}
7,22717,{}
7,22772,{}
7,22780,{}
7,23142,{}
7,23227,{}
7,23247,{}
7,23332,{}
7,23460,{}
7,23800,{}
7,23894,{}
7,24051,{}
7,24095,{}
7,24555,{}
7,24929,{}
7,25007,{}
7,25116,{}
7,25440,{}
7,25461,{}
7,25475,{}
7,25633,{}
7,25720,{}
7,26326,{}
7,26364,{}
7,26385,{}
7,26485,{}
7,26616,{}
7,26677,{}
7,27658,{}
7,27963,{}
7,28528,{}
7,28744,{}
7,28818,{}
7,29806,{}
7,30162,{}
7,30179,{}
7,30193,{}
7,30403,{}
7,30458,{}
7,30578,{}
7,30587,{}
7,30641,{}
7,30694,{}
7,31340,{}
7,31775,{}
7,32365,{}
7,32376,{}
7,32951,{}
7,33193,{}
7,33381,{}
7,33429,{}
7,33724,{}
7,34353,{}
7,34375,{}
7,34578,{}
7,34924,{}
7,35143,{}
7,35371,{}
7,35424,{}
7,35475,{}
7,35635,{}
7,35878,{}
7,36071,{}
7,36162,{}
7,36421,{}
7,36677,{}
7,36976,{}
7,36988,{}
7,37075,{}
7,37086,{}
7,37107,{}
7,37184,{}
7,37267,{}
7,37353,{}
7,38070,{}
7,38284,{}
7,38317,{}
7,38430,{}
7,38777,{}
7,38853,{}
7,38929,{}
7,39136,{}
7,39230,{}
7,39289,{}
7,39336,{}
7,39841,{}
7,39950,{}
7,40334,{}
7,40379,{}
7,40750,{}
7,40882,{}
